case_type,metric,frame_index,value_mean
correct_class_6,motion_energy,5,0.012267987243831158
correct_class_6,motion_energy,6,0.01468803733587265
correct_class_6,motion_energy,7,0.020426688715815544
correct_class_6,motion_energy,8,0.025909259915351868
correct_class_6,motion_energy,9,0.030265286564826965
correct_class_6,motion_energy,10,0.03401684761047363
correct_class_6,motion_energy,11,0.0377468541264534
correct_class_6,motion_energy,12,0.04525867477059364
correct_class_6,motion_energy,13,0.061177704483270645
correct_class_6,motion_energy,14,0.102394238114357
correct_class_6,motion_energy,15,0.1737951636314392
correct_class_6,motion_energy,16,0.2581859230995178
correct_class_6,motion_energy,17,0.2738036513328552
correct_class_6,motion_energy,18,0.31166160106658936
correct_class_6,motion_energy,19,0.5051141381263733
correct_class_6,motion_energy,20,0.8407657146453857
correct_class_6,motion_energy,21,0.7606547474861145
correct_class_6,motion_energy,22,0.6454542875289917
correct_class_6,motion_energy,23,0.6429909467697144
correct_class_6,motion_energy,24,0.6474098563194275
correct_class_6,motion_energy,25,0.6659255027770996
correct_class_6,motion_energy,26,0.6614270210266113
correct_class_6,motion_energy,27,0.692395806312561
correct_class_6,motion_energy,28,1.0327616930007935
correct_class_6,motion_energy,29,0.9516302943229675
correct_class_6,motion_energy,30,0.9357796311378479
correct_class_6,motion_energy,31,0.8238595128059387
correct_class_6,motion_energy,32,0.7373741865158081
correct_class_6,motion_energy,33,0.6793193221092224
correct_class_6,motion_energy,34,0.6322740316390991
correct_class_6,motion_energy,35,0.6044707894325256
correct_class_6,motion_energy,36,0.588225245475769
correct_class_6,motion_energy,37,0.5630247592926025
correct_class_6,motion_energy,38,0.5505699515342712
correct_class_6,motion_energy,39,0.5281274914741516
correct_class_6,motion_energy,40,0.6037823557853699
correct_class_6,motion_energy,41,0.5282167792320251
correct_class_6,motion_energy,42,0.5268239378929138
correct_class_6,motion_energy,43,0.5309504270553589
correct_class_6,motion_energy,44,0.5702851414680481
correct_class_6,motion_energy,45,0.6290439963340759
correct_class_6,motion_energy,46,0.679906964302063
correct_class_6,motion_energy,47,0.7339758276939392
correct_class_6,motion_energy,48,0.7522966265678406
correct_class_6,motion_energy,49,0.7911355495452881
correct_class_6,motion_energy,50,0.7877896428108215
correct_class_6,motion_energy,51,0.7904985547065735
correct_class_6,motion_energy,52,0.822838306427002
correct_class_6,motion_energy,53,0.8504750728607178
correct_class_6,motion_energy,54,0.8268470764160156
correct_class_6,motion_energy,55,0.7632348537445068
correct_class_6,motion_energy,56,0.7339803576469421
correct_class_6,motion_energy,57,0.6887279748916626
correct_class_6,motion_energy,58,0.5638172626495361
correct_class_6,motion_energy,59,0.42451560497283936
correct_class_6,motion_energy,60,0.30708613991737366
correct_class_6,motion_energy,61,0.23549695312976837
correct_class_6,motion_energy,62,0.1949848085641861
correct_class_6,motion_energy,63,0.16930365562438965
correct_class_6,motion_energy,64,0.15370051562786102
correct_class_6,motion_energy,65,0.13648219406604767
correct_class_6,motion_energy,66,0.12482555210590363
correct_class_6,motion_energy,67,0.08434941619634628
correct_class_6,motion_energy,68,0.06578658521175385
correct_class_6,motion_energy,69,0.05203177034854889
correct_class_6,motion_energy,70,0.041580695658922195
correct_class_6,motion_energy,71,0.03304946422576904
correct_class_6,motion_energy,72,0.026172852143645287
correct_class_6,motion_energy,73,0.021070601418614388
correct_class_6,motion_energy,74,0.017425283789634705
correct_class_6,motion_energy,75,0.015086023136973381
correct_class_6,motion_energy,76,0.012965588830411434
correct_class_6,motion_energy,77,0.010490640997886658
correct_class_6,motion_energy,78,0.008116425946354866
correct_class_6,motion_energy,79,0.006184821017086506
class_3_to_6_error,mean_abs_pressure,1,0.0006274227635003626
class_3_to_6_error,mean_abs_pressure,2,0.0037579750642180443
class_3_to_6_error,mean_abs_pressure,3,0.0065865288488566875
class_3_to_6_error,mean_abs_pressure,4,0.009169906377792358
class_3_to_6_error,mean_abs_pressure,5,0.010638939216732979
class_3_to_6_error,mean_abs_pressure,6,0.010601496323943138
class_3_to_6_error,mean_abs_pressure,7,0.0094715915620327
class_3_to_6_error,mean_abs_pressure,8,0.017938900738954544
class_3_to_6_error,mean_abs_pressure,9,0.027791496366262436
class_3_to_6_error,mean_abs_pressure,10,0.03657690808176994
class_3_to_6_error,mean_abs_pressure,11,0.0422087199985981
class_3_to_6_error,mean_abs_pressure,12,0.043256402015686035
class_3_to_6_error,mean_abs_pressure,13,0.040168970823287964
class_3_to_6_error,mean_abs_pressure,14,0.06116034463047981
class_3_to_6_error,mean_abs_pressure,15,0.09552019089460373
class_3_to_6_error,mean_abs_pressure,16,0.17215055227279663
class_3_to_6_error,mean_abs_pressure,17,0.3267231285572052
class_3_to_6_error,mean_abs_pressure,18,0.46521249413490295
class_3_to_6_error,mean_abs_pressure,19,0.6485479474067688
class_3_to_6_error,mean_abs_pressure,20,0.9656689763069153
class_3_to_6_error,mean_abs_pressure,21,1.347733974456787
class_3_to_6_error,mean_abs_pressure,22,1.7333401441574097
class_3_to_6_error,mean_abs_pressure,23,2.0937304496765137
class_3_to_6_error,mean_abs_pressure,24,2.4187543392181396
class_3_to_6_error,mean_abs_pressure,25,2.7498228549957275
class_3_to_6_error,mean_abs_pressure,26,3.098139762878418
class_3_to_6_error,mean_abs_pressure,27,3.4415037631988525
class_3_to_6_error,mean_abs_pressure,28,3.7976560592651367
class_3_to_6_error,mean_abs_pressure,29,4.2463202476501465
class_3_to_6_error,mean_abs_pressure,30,4.69392728805542
class_3_to_6_error,mean_abs_pressure,31,5.143351078033447
class_3_to_6_error,mean_abs_pressure,32,5.489206314086914
class_3_to_6_error,mean_abs_pressure,33,5.788871765136719
class_3_to_6_error,mean_abs_pressure,34,6.03216552734375
class_3_to_6_error,mean_abs_pressure,35,6.230785846710205
class_3_to_6_error,mean_abs_pressure,36,6.382485866546631
class_3_to_6_error,mean_abs_pressure,37,6.498410701751709
class_3_to_6_error,mean_abs_pressure,38,6.611696243286133
class_3_to_6_error,mean_abs_pressure,39,6.685068130493164
class_3_to_6_error,mean_abs_pressure,40,6.707845211029053
class_3_to_6_error,mean_abs_pressure,41,6.682806968688965
class_3_to_6_error,mean_abs_pressure,42,6.605790615081787
class_3_to_6_error,mean_abs_pressure,43,6.503698825836182
class_3_to_6_error,mean_abs_pressure,44,6.3608808517456055
class_3_to_6_error,mean_abs_pressure,45,6.190190315246582
class_3_to_6_error,mean_abs_pressure,46,5.965324401855469
class_3_to_6_error,mean_abs_pressure,47,5.6758646965026855
class_3_to_6_error,mean_abs_pressure,48,5.34022855758667
class_3_to_6_error,mean_abs_pressure,49,4.997097969055176
class_3_to_6_error,mean_abs_pressure,50,4.645314693450928
class_3_to_6_error,mean_abs_pressure,51,4.234600067138672
class_3_to_6_error,mean_abs_pressure,52,3.7055702209472656
class_3_to_6_error,mean_abs_pressure,53,3.1747500896453857
class_3_to_6_error,mean_abs_pressure,54,2.631075382232666
class_3_to_6_error,mean_abs_pressure,55,2.116861343383789
class_3_to_6_error,mean_abs_pressure,56,1.6312298774719238
class_3_to_6_error,mean_abs_pressure,57,1.228621006011963
class_3_to_6_error,mean_abs_pressure,58,0.9120222926139832
class_3_to_6_error,mean_abs_pressure,59,0.6864625811576843
class_3_to_6_error,mean_abs_pressure,60,0.5240440964698792
class_3_to_6_error,mean_abs_pressure,61,0.40512633323669434
class_3_to_6_error,mean_abs_pressure,62,0.3178825080394745
class_3_to_6_error,mean_abs_pressure,63,0.2548988461494446
class_3_to_6_error,mean_abs_pressure,64,0.19346031546592712
class_3_to_6_error,mean_abs_pressure,65,0.1541913002729416
class_3_to_6_error,mean_abs_pressure,66,0.11924111843109131
class_3_to_6_error,mean_abs_pressure,67,0.09791193157434464
class_3_to_6_error,mean_abs_pressure,68,0.08373227715492249
class_3_to_6_error,mean_abs_pressure,69,0.07092653214931488
class_3_to_6_error,mean_abs_pressure,70,0.05783943459391594
class_3_to_6_error,mean_abs_pressure,71,0.046544309705495834
class_3_to_6_error,mean_abs_pressure,72,0.036558810621500015
class_3_to_6_error,mean_abs_pressure,73,0.029396692290902138
class_3_to_6_error,mean_abs_pressure,74,0.024290461093187332
class_3_to_6_error,mean_abs_pressure,75,0.01927783340215683
class_3_to_6_error,mean_abs_pressure,76,0.014729935675859451
class_3_to_6_error,mean_abs_pressure,77,0.011286602355539799
class_3_to_6_error,mean_abs_pressure,78,0.008543688803911209
class_3_to_6_error,mean_abs_pressure,79,0.006798876915127039
class_3_to_6_error,mean_abs_pressure,80,0.005771579220890999
class_3_to_6_error,max_abs_pressure,1,0.0398852676153183
class_3_to_6_error,max_abs_pressure,2,0.061709992587566376
class_3_to_6_error,max_abs_pressure,3,0.10224349796772003
class_3_to_6_error,max_abs_pressure,4,0.14819395542144775
class_3_to_6_error,max_abs_pressure,5,0.18346482515335083
class_3_to_6_error,max_abs_pressure,6,0.23413902521133423
class_3_to_6_error,max_abs_pressure,7,0.30124154686927795
class_3_to_6_error,max_abs_pressure,8,0.37479910254478455
class_3_to_6_error,max_abs_pressure,9,0.5161085724830627
class_3_to_6_error,max_abs_pressure,10,0.6611456274986267
class_3_to_6_error,max_abs_pressure,11,0.8331751227378845
class_3_to_6_error,max_abs_pressure,12,1.00627601146698
class_3_to_6_error,max_abs_pressure,13,1.2839579582214355
class_3_to_6_error,max_abs_pressure,14,1.6970313787460327
class_3_to_6_error,max_abs_pressure,15,2.4352731704711914
class_3_to_6_error,max_abs_pressure,16,4.727302074432373
class_3_to_6_error,max_abs_pressure,17,7.974711894989014
class_3_to_6_error,max_abs_pressure,18,10.692595481872559
class_3_to_6_error,max_abs_pressure,19,15.585688591003418
class_3_to_6_error,max_abs_pressure,20,24.96930694580078
class_3_to_6_error,max_abs_pressure,21,31.906314849853516
class_3_to_6_error,max_abs_pressure,22,39.33754348754883
class_3_to_6_error,max_abs_pressure,23,47.40565490722656
class_3_to_6_error,max_abs_pressure,24,54.03043746948242
class_3_to_6_error,max_abs_pressure,25,60.27139663696289
class_3_to_6_error,max_abs_pressure,26,67.51644134521484
class_3_to_6_error,max_abs_pressure,27,74.9463119506836
class_3_to_6_error,max_abs_pressure,28,84.4563980102539
class_3_to_6_error,max_abs_pressure,29,97.07066345214844
class_3_to_6_error,max_abs_pressure,30,110.12659454345703
class_3_to_6_error,max_abs_pressure,31,116.34779357910156
class_3_to_6_error,max_abs_pressure,32,123.70530700683594
class_3_to_6_error,max_abs_pressure,33,130.01617431640625
class_3_to_6_error,max_abs_pressure,34,135.63262939453125
class_3_to_6_error,max_abs_pressure,35,140.8500518798828
class_3_to_6_error,max_abs_pressure,36,145.13026428222656
class_3_to_6_error,max_abs_pressure,37,148.1909637451172
class_3_to_6_error,max_abs_pressure,38,151.819091796875
class_3_to_6_error,max_abs_pressure,39,154.47586059570312
class_3_to_6_error,max_abs_pressure,40,154.0833282470703
class_3_to_6_error,max_abs_pressure,41,155.625
class_3_to_6_error,max_abs_pressure,42,152.95668029785156
class_3_to_6_error,max_abs_pressure,43,150.20765686035156
class_3_to_6_error,max_abs_pressure,44,147.68069458007812
class_3_to_6_error,max_abs_pressure,45,143.69918823242188
class_3_to_6_error,max_abs_pressure,46,139.54798889160156
class_3_to_6_error,max_abs_pressure,47,133.69500732421875
class_3_to_6_error,max_abs_pressure,48,125.50749969482422
class_3_to_6_error,max_abs_pressure,49,118.86192321777344
class_3_to_6_error,max_abs_pressure,50,111.49546813964844
class_3_to_6_error,max_abs_pressure,51,103.11373138427734
class_3_to_6_error,max_abs_pressure,52,91.93495178222656
class_3_to_6_error,max_abs_pressure,53,79.19913482666016
class_3_to_6_error,max_abs_pressure,54,68.02025604248047
class_3_to_6_error,max_abs_pressure,55,54.951847076416016
class_3_to_6_error,max_abs_pressure,56,45.49880599975586
class_3_to_6_error,max_abs_pressure,57,34.770782470703125
class_3_to_6_error,max_abs_pressure,58,27.08306884765625
class_3_to_6_error,max_abs_pressure,59,20.918806076049805
class_3_to_6_error,max_abs_pressure,60,16.4086856842041
class_3_to_6_error,max_abs_pressure,61,13.48632526397705
class_3_to_6_error,max_abs_pressure,62,10.669475555419922
class_3_to_6_error,max_abs_pressure,63,8.477100372314453
class_3_to_6_error,max_abs_pressure,64,5.998676776885986
class_3_to_6_error,max_abs_pressure,65,4.298247814178467
class_3_to_6_error,max_abs_pressure,66,3.3192026615142822
class_3_to_6_error,max_abs_pressure,67,2.676682472229004
class_3_to_6_error,max_abs_pressure,68,2.2929000854492188
class_3_to_6_error,max_abs_pressure,69,1.8780981302261353
class_3_to_6_error,max_abs_pressure,70,1.6002259254455566
class_3_to_6_error,max_abs_pressure,71,1.2451063394546509
class_3_to_6_error,max_abs_pressure,72,1.0066251754760742
class_3_to_6_error,max_abs_pressure,73,0.7916386127471924
class_3_to_6_error,max_abs_pressure,74,0.6285234093666077
class_3_to_6_error,max_abs_pressure,75,0.45068085193634033
class_3_to_6_error,max_abs_pressure,76,0.35809752345085144
class_3_to_6_error,max_abs_pressure,77,0.2796667814254761
class_3_to_6_error,max_abs_pressure,78,0.21593604981899261
class_3_to_6_error,max_abs_pressure,79,0.1752391904592514
class_3_to_6_error,max_abs_pressure,80,0.12190038710832596
class_3_to_6_error,active_area,1,43.27777862548828
class_3_to_6_error,active_area,2,203.61111450195312
class_3_to_6_error,active_area,3,245.2083282470703
class_3_to_6_error,active_area,4,255.19444274902344
class_3_to_6_error,active_area,5,241.2083282470703
class_3_to_6_error,active_area,6,192.72222900390625
class_3_to_6_error,active_area,7,108.98611450195312
class_3_to_6_error,active_area,8,202.7083282470703
class_3_to_6_error,active_area,9,252.38888549804688
class_3_to_6_error,active_area,10,268.6666564941406
class_3_to_6_error,active_area,11,261.1388854980469
class_3_to_6_error,active_area,12,226.34722900390625
class_3_to_6_error,active_area,13,150.7916717529297
class_3_to_6_error,active_area,14,218.6666717529297
class_3_to_6_error,active_area,15,281.7361145019531
class_3_to_6_error,active_area,16,321.0833435058594
class_3_to_6_error,active_area,17,345.90277099609375
class_3_to_6_error,active_area,18,353.4444580078125
class_3_to_6_error,active_area,19,392.72222900390625
class_3_to_6_error,active_area,20,473.7638854980469
class_3_to_6_error,active_area,21,514.0
class_3_to_6_error,active_area,22,536.8472290039062
class_3_to_6_error,active_area,23,546.2222290039062
class_3_to_6_error,active_area,24,551.2083129882812
class_3_to_6_error,active_area,25,550.1944580078125
class_3_to_6_error,active_area,26,558.125
class_3_to_6_error,active_area,27,565.111083984375
class_3_to_6_error,active_area,28,574.0
class_3_to_6_error,active_area,29,590.263916015625
class_3_to_6_error,active_area,30,596.138916015625
class_3_to_6_error,active_area,31,597.736083984375
class_3_to_6_error,active_area,32,601.4583129882812
class_3_to_6_error,active_area,33,603.4444580078125
class_3_to_6_error,active_area,34,604.1805419921875
class_3_to_6_error,active_area,35,602.375
class_3_to_6_error,active_area,36,598.0555419921875
class_3_to_6_error,active_area,37,594.4305419921875
class_3_to_6_error,active_area,38,596.0416870117188
class_3_to_6_error,active_area,39,596.8194580078125
class_3_to_6_error,active_area,40,599.861083984375
class_3_to_6_error,active_area,41,597.4166870117188
class_3_to_6_error,active_area,42,594.986083984375
class_3_to_6_error,active_area,43,593.4166870117188
class_3_to_6_error,active_area,44,592.5
class_3_to_6_error,active_area,45,593.5972290039062
class_3_to_6_error,active_area,46,594.0277709960938
class_3_to_6_error,active_area,47,591.263916015625
class_3_to_6_error,active_area,48,586.3194580078125
class_3_to_6_error,active_area,49,580.3333129882812
class_3_to_6_error,active_area,50,573.6527709960938
class_3_to_6_error,active_area,51,567.0694580078125
class_3_to_6_error,active_area,52,556.7083129882812
class_3_to_6_error,active_area,53,537.0833129882812
class_3_to_6_error,active_area,54,511.4305419921875
class_3_to_6_error,active_area,55,485.5833435058594
class_3_to_6_error,active_area,56,466.52777099609375
class_3_to_6_error,active_area,57,441.77777099609375
class_3_to_6_error,active_area,58,412.0694580078125
class_3_to_6_error,active_area,59,384.4861145019531
class_3_to_6_error,active_area,60,354.7083435058594
class_3_to_6_error,active_area,61,338.5833435058594
class_3_to_6_error,active_area,62,334.5
class_3_to_6_error,active_area,63,333.6388854980469
class_3_to_6_error,active_area,64,326.8333435058594
class_3_to_6_error,active_area,65,325.0555419921875
class_3_to_6_error,active_area,66,305.6805419921875
class_3_to_6_error,active_area,67,298.3333435058594
class_3_to_6_error,active_area,68,303.97222900390625
class_3_to_6_error,active_area,69,309.1111145019531
class_3_to_6_error,active_area,70,300.6944580078125
class_3_to_6_error,active_area,71,298.2361145019531
class_3_to_6_error,active_area,72,285.6944580078125
class_3_to_6_error,active_area,73,282.7361145019531
class_3_to_6_error,active_area,74,293.02777099609375
class_3_to_6_error,active_area,75,296.75
class_3_to_6_error,active_area,76,291.375
class_3_to_6_error,active_area,77,285.8055419921875
class_3_to_6_error,active_area,78,275.0416564941406
class_3_to_6_error,active_area,79,275.2361145019531
class_3_to_6_error,active_area,80,288.2361145019531
class_3_to_6_error,motion_energy,1,0.0032766007352620363
class_3_to_6_error,motion_energy,2,0.00431388383731246
class_3_to_6_error,motion_energy,3,0.005668481346219778
class_3_to_6_error,motion_energy,4,0.006605343893170357
class_3_to_6_error,motion_energy,5,0.007814434356987476
class_3_to_6_error,motion_energy,6,0.00936280470341444
class_3_to_6_error,motion_energy,7,0.011953148990869522
class_3_to_6_error,motion_energy,8,0.015100117772817612
class_3_to_6_error,motion_energy,9,0.018192680552601814
class_3_to_6_error,motion_energy,10,0.02064240537583828
class_3_to_6_error,motion_energy,11,0.02424304559826851
class_3_to_6_error,motion_energy,12,0.028046153485774994
class_3_to_6_error,motion_energy,13,0.03630320355296135
class_3_to_6_error,motion_energy,14,0.05263550579547882
class_3_to_6_error,motion_energy,15,0.10707336664199829
class_3_to_6_error,motion_energy,16,0.20853707194328308
class_3_to_6_error,motion_energy,17,0.22434067726135254
class_3_to_6_error,motion_energy,18,0.28649505972862244
class_3_to_6_error,motion_energy,19,0.41753822565078735
class_3_to_6_error,motion_energy,20,0.5122990012168884
class_3_to_6_error,motion_energy,21,0.54873126745224
class_3_to_6_error,motion_energy,22,0.5300827026367188
class_3_to_6_error,motion_energy,23,0.4915696680545807
class_3_to_6_error,motion_energy,24,0.49137216806411743
class_3_to_6_error,motion_energy,25,0.5010132789611816
class_3_to_6_error,motion_energy,26,0.5021017789840698
class_3_to_6_error,motion_energy,27,0.5378789901733398
class_3_to_6_error,motion_energy,28,0.6567399501800537
class_3_to_6_error,motion_energy,29,0.7170330286026001
class_3_to_6_error,motion_energy,30,0.7768658399581909
class_3_to_6_error,motion_energy,31,0.6732712388038635
class_3_to_6_error,motion_energy,32,0.5845787525177002
class_3_to_6_error,motion_energy,33,0.5280062556266785
class_3_to_6_error,motion_energy,34,0.4991598129272461
class_3_to_6_error,motion_energy,35,0.4601093530654907
class_3_to_6_error,motion_energy,36,0.44902127981185913
class_3_to_6_error,motion_energy,37,0.42096173763275146
class_3_to_6_error,motion_energy,38,0.3975236415863037
class_3_to_6_error,motion_energy,39,0.3804546594619751
class_3_to_6_error,motion_energy,40,0.4159071147441864
class_3_to_6_error,motion_energy,41,0.37968969345092773
class_3_to_6_error,motion_energy,42,0.3853107988834381
class_3_to_6_error,motion_energy,43,0.40574610233306885
class_3_to_6_error,motion_energy,44,0.4350501000881195
class_3_to_6_error,motion_energy,45,0.47170761227607727
class_3_to_6_error,motion_energy,46,0.5262798070907593
class_3_to_6_error,motion_energy,47,0.557365357875824
class_3_to_6_error,motion_energy,48,0.5722622871398926
class_3_to_6_error,motion_energy,49,0.5882158875465393
class_3_to_6_error,motion_energy,50,0.6455577611923218
class_3_to_6_error,motion_energy,51,0.7343697547912598
class_3_to_6_error,motion_energy,52,0.7346689701080322
class_3_to_6_error,motion_energy,53,0.7442179322242737
class_3_to_6_error,motion_energy,54,0.7276727557182312
class_3_to_6_error,motion_energy,55,0.6892317533493042
class_3_to_6_error,motion_energy,56,0.6167222857475281
class_3_to_6_error,motion_energy,57,0.4677741825580597
class_3_to_6_error,motion_energy,58,0.35460883378982544
class_3_to_6_error,motion_energy,59,0.2763902544975281
class_3_to_6_error,motion_energy,60,0.20904074609279633
class_3_to_6_error,motion_energy,61,0.17159432172775269
class_3_to_6_error,motion_energy,62,0.13636276125907898
class_3_to_6_error,motion_energy,63,0.11465644836425781
class_3_to_6_error,motion_energy,64,0.08450252562761307
class_3_to_6_error,motion_energy,65,0.06584654748439789
class_3_to_6_error,motion_energy,66,0.05133998766541481
class_3_to_6_error,motion_energy,67,0.0388464629650116
class_3_to_6_error,motion_energy,68,0.03294980898499489
class_3_to_6_error,motion_energy,69,0.02888072468340397
class_3_to_6_error,motion_energy,70,0.024408206343650818
class_3_to_6_error,motion_energy,71,0.020414484664797783
class_3_to_6_error,motion_energy,72,0.016773216426372528
class_3_to_6_error,motion_energy,73,0.01383375097066164
class_3_to_6_error,motion_energy,74,0.011832932010293007
class_3_to_6_error,motion_energy,75,0.00969723891466856
class_3_to_6_error,motion_energy,76,0.007519856095314026
class_3_to_6_error,motion_energy,77,0.006023721769452095
class_3_to_6_error,motion_energy,78,0.004721504170447588
class_3_to_6_error,motion_energy,79,0.0037379616405814886
class_6_to_3_error,mean_abs_pressure,1,0.0015764785930514336
class_6_to_3_error,mean_abs_pressure,2,0.011334902606904507
class_6_to_3_error,mean_abs_pressure,3,0.02034335769712925
class_6_to_3_error,mean_abs_pressure,4,0.026847753673791885
class_6_to_3_error,mean_abs_pressure,5,0.027766434475779533
class_6_to_3_error,mean_abs_pressure,6,0.021302787587046623
class_6_to_3_error,mean_abs_pressure,7,0.013777659274637699
class_6_to_3_error,mean_abs_pressure,8,0.04005987197160721
class_6_to_3_error,mean_abs_pressure,9,0.0670439824461937
class_6_to_3_error,mean_abs_pressure,10,0.0853489339351654
class_6_to_3_error,mean_abs_pressure,11,0.08691512048244476
class_6_to_3_error,mean_abs_pressure,12,0.06801437586545944
class_6_to_3_error,mean_abs_pressure,13,0.048862162977457047
class_6_to_3_error,mean_abs_pressure,14,0.11568741500377655
class_6_to_3_error,mean_abs_pressure,15,0.20281194150447845
class_6_to_3_error,mean_abs_pressure,16,0.2720060348510742
class_6_to_3_error,mean_abs_pressure,17,0.31222689151763916
class_6_to_3_error,mean_abs_pressure,18,0.34018757939338684
class_6_to_3_error,mean_abs_pressure,19,0.4649905860424042
class_6_to_3_error,mean_abs_pressure,20,0.9449838399887085
class_6_to_3_error,mean_abs_pressure,21,2.015260696411133
class_6_to_3_error,mean_abs_pressure,22,2.8047866821289062
class_6_to_3_error,mean_abs_pressure,23,3.316415548324585
class_6_to_3_error,mean_abs_pressure,24,3.773209810256958
class_6_to_3_error,mean_abs_pressure,25,4.247988700866699
class_6_to_3_error,mean_abs_pressure,26,4.8316874504089355
class_6_to_3_error,mean_abs_pressure,27,5.436026573181152
class_6_to_3_error,mean_abs_pressure,28,5.987791538238525
class_6_to_3_error,mean_abs_pressure,29,6.513311862945557
class_6_to_3_error,mean_abs_pressure,30,6.950366973876953
class_6_to_3_error,mean_abs_pressure,31,7.420261383056641
class_6_to_3_error,mean_abs_pressure,32,7.903414726257324
class_6_to_3_error,mean_abs_pressure,33,8.363245964050293
class_6_to_3_error,mean_abs_pressure,34,8.694501876831055
class_6_to_3_error,mean_abs_pressure,35,8.919261932373047
class_6_to_3_error,mean_abs_pressure,36,9.089112281799316
class_6_to_3_error,mean_abs_pressure,37,9.270347595214844
class_6_to_3_error,mean_abs_pressure,38,9.510462760925293
class_6_to_3_error,mean_abs_pressure,39,9.705360412597656
class_6_to_3_error,mean_abs_pressure,40,9.765493392944336
class_6_to_3_error,mean_abs_pressure,41,9.670053482055664
class_6_to_3_error,mean_abs_pressure,42,9.522828102111816
class_6_to_3_error,mean_abs_pressure,43,9.411375999450684
class_6_to_3_error,mean_abs_pressure,44,9.309026718139648
class_6_to_3_error,mean_abs_pressure,45,9.122946739196777
class_6_to_3_error,mean_abs_pressure,46,8.815146446228027
class_6_to_3_error,mean_abs_pressure,47,8.41008472442627
class_6_to_3_error,mean_abs_pressure,48,7.9979352951049805
class_6_to_3_error,mean_abs_pressure,49,7.605358123779297
class_6_to_3_error,mean_abs_pressure,50,7.219476222991943
class_6_to_3_error,mean_abs_pressure,51,6.758580684661865
class_6_to_3_error,mean_abs_pressure,52,6.2223076820373535
class_6_to_3_error,mean_abs_pressure,53,5.596162796020508
class_6_to_3_error,mean_abs_pressure,54,4.8953776359558105
class_6_to_3_error,mean_abs_pressure,55,4.199092388153076
class_6_to_3_error,mean_abs_pressure,56,3.4411909580230713
class_6_to_3_error,mean_abs_pressure,57,2.5213840007781982
class_6_to_3_error,mean_abs_pressure,58,1.7700949907302856
class_6_to_3_error,mean_abs_pressure,59,1.1788963079452515
class_6_to_3_error,mean_abs_pressure,60,0.7150101065635681
class_6_to_3_error,mean_abs_pressure,61,0.4674004018306732
class_6_to_3_error,mean_abs_pressure,62,0.41144707798957825
class_6_to_3_error,mean_abs_pressure,63,0.3743291199207306
class_6_to_3_error,mean_abs_pressure,64,0.305836021900177
class_6_to_3_error,mean_abs_pressure,65,0.22508274018764496
class_6_to_3_error,mean_abs_pressure,66,0.15363606810569763
class_6_to_3_error,mean_abs_pressure,67,0.1307535469532013
class_6_to_3_error,mean_abs_pressure,68,0.13350053131580353
class_6_to_3_error,mean_abs_pressure,69,0.12585940957069397
class_6_to_3_error,mean_abs_pressure,70,0.09947662055492401
class_6_to_3_error,mean_abs_pressure,71,0.06786834448575974
class_6_to_3_error,mean_abs_pressure,72,0.046317946165800095
class_6_to_3_error,mean_abs_pressure,73,0.04153362661600113
class_6_to_3_error,mean_abs_pressure,74,0.04347115010023117
class_6_to_3_error,mean_abs_pressure,75,0.04047428444027901
class_6_to_3_error,mean_abs_pressure,76,0.03138904273509979
class_6_to_3_error,mean_abs_pressure,77,0.02141711860895157
class_6_to_3_error,mean_abs_pressure,78,0.014289005659520626
class_6_to_3_error,mean_abs_pressure,79,0.01213380228728056
class_6_to_3_error,mean_abs_pressure,80,0.012324008159339428
class_6_to_3_error,max_abs_pressure,1,0.049308016896247864
class_6_to_3_error,max_abs_pressure,2,0.08453807234764099
class_6_to_3_error,max_abs_pressure,3,0.13871793448925018
class_6_to_3_error,max_abs_pressure,4,0.18009603023529053
class_6_to_3_error,max_abs_pressure,5,0.22019559144973755
class_6_to_3_error,max_abs_pressure,6,0.2198646366596222
class_6_to_3_error,max_abs_pressure,7,0.25375545024871826
class_6_to_3_error,max_abs_pressure,8,0.36488762497901917
class_6_to_3_error,max_abs_pressure,9,0.525185763835907
class_6_to_3_error,max_abs_pressure,10,0.6359155178070068
class_6_to_3_error,max_abs_pressure,11,0.7800456881523132
class_6_to_3_error,max_abs_pressure,12,0.8071963787078857
class_6_to_3_error,max_abs_pressure,13,0.9100414514541626
class_6_to_3_error,max_abs_pressure,14,1.3900409936904907
class_6_to_3_error,max_abs_pressure,15,2.3782155513763428
class_6_to_3_error,max_abs_pressure,16,3.3566854000091553
class_6_to_3_error,max_abs_pressure,17,4.5269598960876465
class_6_to_3_error,max_abs_pressure,18,6.373251914978027
class_6_to_3_error,max_abs_pressure,19,9.489426612854004
class_6_to_3_error,max_abs_pressure,20,22.05849838256836
class_6_to_3_error,max_abs_pressure,21,41.1507682800293
class_6_to_3_error,max_abs_pressure,22,52.86906433105469
class_6_to_3_error,max_abs_pressure,23,64.8743896484375
class_6_to_3_error,max_abs_pressure,24,73.5332260131836
class_6_to_3_error,max_abs_pressure,25,83.17558288574219
class_6_to_3_error,max_abs_pressure,26,88.6929702758789
class_6_to_3_error,max_abs_pressure,27,98.24296569824219
class_6_to_3_error,max_abs_pressure,28,108.02190399169922
class_6_to_3_error,max_abs_pressure,29,119.63458251953125
class_6_to_3_error,max_abs_pressure,30,128.8292694091797
class_6_to_3_error,max_abs_pressure,31,136.2923583984375
